1998.92,8.478243
1999.00,8.921652
1999.08,7.817799
1999.17,8.378361
1999.25,7.664054
1999.33,7.630206
1999.42,7.811763
1999.50,8.37686
1999.58,8.384953
1999.67,7.618509
1999.75,7.723031
1999.83,7.642922
1999.92,8.681869
2000.00,8.957363
2000.08,8.412945
2000.17,8.303407
2000.25,7.677909
2000.33,8.034123
2000.42,8.010895
2000.50,8.23838
2000.58,8.551143
2000.67,7.70107
2000.75,7.770141
2000.83,7.949747
2000.92,9.207324
2001.00,9.237655
2001.08,8.080551
2001.17,8.482377
2001.25,7.646955
2001.33,7.636953
2001.42,7.660209
2001.50,8.152256
2001.58,8.311621
2001.67,7.408948
2001.75,7.726761
2001.83,7.554133
2001.92,8.269748
2002.00,8.802484
2002.08,7.866359
2002.17,8.369629
2002.25,7.766584
2002.33,7.808517
2002.42,7.897716
2002.50,8.43389
2002.58,8.353608
2002.67,7.669036
2002.75,7.811268
2002.83,8.023299
2002.92,8.842755
2003.00,9.245421
2003.08,8.441314
2003.17,8.39209
2003.25,7.676237
2003.33,7.671286
2003.42,7.649483
2003.50,8.279453
2003.58,8.399691
2003.67,7.614602
2003.75,7.791791
2003.83,7.845341
2003.92,8.93668
2004.00,9.365593
2004.08,8.74735
2004.17,8.444085
2004.25,7.805559
2004.33,7.979303
2004.42,7.994145
2004.50,8.418185
2004.58,8.367015
2004.67,7.843077
2004.75,7.962044
2004.83,8.064094
2004.92,9.170343
2005.00,9.304609
2005.08,8.298824
2005.17,8.742061
2005.25,7.729145
2005.33,7.953566
2005.42,8.186514
2005.50,8.596422
2005.58,8.703092
2005.67,7.801472
2005.75,7.7964
2005.83,7.954954
2005.92,9.214443
2006.00,8.83624
2006.08,8.209513
2006.17,8.605115
2006.25,7.728664
2006.33,7.975749
2006.42,8.164176
2006.50,8.651295
2006.58,8.750422
2006.67,7.80424
2006.75,8.039793
2006.83,8.048671
2006.92,8.81486
2007.00,9.254364
2007.08,8.783566
2007.17,8.590586
2007.25,7.950473
2007.33,8.049108
2007.42,8.124569
2007.50,8.518662
2007.58,8.84832
2007.67,7.967782
2007.75,8.000398
2007.83,8.110347
2007.92,9.119181
2008.00,9.457963
2008.08,8.693951
2008.17,8.631631
2008.25,7.876774
2008.33,7.936719
2008.42,8.080348
2008.50,8.456743
2008.58,8.256341
2008.67,7.38832
2008.75,7.825037
2008.83,7.849078
2008.92,8.839149
2009.00,9.177966
2009.08,7.918061
2009.17,8.097379
2009.25,7.386749
2009.33,7.334179
2009.42,7.582789
2009.50,7.8629
2009.58,8.011008
2009.67,7.317162
2009.75,7.52167
2009.83,7.49613
2009.92,8.890193
2010.00,9.162768
2010.08,8.241166
2010.17,8.233424
2010.25,7.399726
2010.33,7.706823
2010.42,8.036616
2010.50,8.411915
2010.58,8.473804
2010.67,7.722018
2010.75,7.537675
2010.83,7.827057
2010.92,9.263406
2011.00,9.332764
2011.08,8.139961
2011.17,8.379841
2011.25,7.535515
2011.33,7.616989
2011.42,7.929555
2011.50,8.421227
2011.58,8.444727
2011.67,7.598651
2011.75,7.615324
2011.83,7.826098
2011.92,8.620757
2012.00,8.721343
2012.08,8.010519
2012.17,7.725485
2012.25,7.265889
2012.33,7.659142
2012.42,7.778502
2012.50,8.337987
2012.58,8.27927
2012.67,7.411841
2012.75,7.61834
2012.83,7.812134
2012.92,8.437355
2013.00,9.033378
2013.08,8.055602
2013.17,8.427269
2013.25,7.557208
2013.33,7.666761
2013.42,7.767208
2013.50,8.316071
2013.58,8.210974
2013.67,7.681458
2013.75,7.772291
2013.83,8.176256
2013.92,9.120695
2014.00,9.619951
2014.08,8.499805
2014.17,8.5931
2014.25,7.601134
2014.33,7.693782
2014.42,7.832538
2014.50,8.263268
2014.58,8.249481
2014.67,7.675181
